"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Direktav.";"P/E";"P/S";"P/B";"Omsättning";"Bruttoresult.";"EBIT";"EBITDA";"Vinst";"FCF";"Antal Aktier";"Tot. Skulder";"Kassa";"Kortf. Skuld."
"";"Land";"Lista";"Sektor";"Bransch";"Ticker";"Instrument";"Rapport";"Utveck.  1 år";"Senaste";"Senaste";"Senaste";"Senaste";"Miljoner";"Miljoner";"Miljoner";"Miljoner";"Miljoner";"Miljoner";"Senaste";"Miljoner";"Miljoner";"Miljoner"
"Stockmann B";"Finland";"Mid Cap";"Sällanköpsvaror";"Konsument";"STCBV";"Aktier";"Q1-2018";-0.4424779;"";-1.400335;0.2905087;0.3475155;1015.6;576.5;-147.5;67.3;-210.7;24.5;72.049;599.2;13.4;599.2
"Stockwik";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"STWK";"Aktier";"Q1-2018";0.3444445;"";9.132075;0.8649794;2.881255;95.6;43.1;-2.2;1.5;9.1;-20.6;1708.513;76.8;9.3;35.8
"Stolt-Nielsen";"Norge";"OB Match";"Industri";"Handel & Distribution";"SNI";"Aktier";"Q2-2018";0.1809523;0.0146261;15.91079;0.5167264;0.7158238;16351.59;5363.232;1556.364;3903.354;531.0444;"";61.945;23941.17;621.6077;5908.666
"Stora Enso R";"Sverige";"Large Cap";"Material";"Skog";"STE R";"Aktier";"Q1-2018";0.5026549;0.02334923;17.09608;1.316334;2.074349;101725.1;42828.87;10625.72;15518.54;7832.51;5313.76;788.6;59223.85;8040.15;30636.65
"Stora Enso R Oyj";"Finland";"Large Cap";"Material";"Skog";"STERV";"Aktier";"Q1-2018";0.3879966;0.02498477;16.48583;1.260316;2.106956;10268;4323;1066;1560;785;548;788.6;5635;765;2915
"Storytel";"Sverige";"Aktietorget";"Sällanköpsvaror";"Media";"STORY B";"Aktier";"Q1-2018";1.168421;"";-66.42712;5.764053;24.61302;1288.807;540.009;-104.262;-44.061;-111.838;"";51.517;588.226;209.3;410.471
"StrongPoint";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"STRONG";"Aktier";"Q2-2018";-0.1271111;0.0509165;18.91007;0.4401256;1.794609;990.109;511.934;29.172;64.81;23.046;21.756;44.376;390.685;24.255;323.462
"Studsvik";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"SVIK";"Aktier";"Q1-2018";-0.2413793;"";-15.19494;0.500465;1.166568;722.6;179;-17.4;"";-23.8;-58.4;8.219;599.4;121.1;230.4
"Subsea7";"Norge";"OBX";"Energi";"Olja & Gas";"SUBC";"Aktier";"Q1-2018";-0.0004145557;0.04147656;16.22105;1.260456;0.8186789;31179.89;5733.304;3229.967;6700.77;2422.842;268.683;326.013;14576.52;8099.496;10592.7
"Suominen";"Finland";"Mid Cap";"Sällanköpsvaror";"Konsument";"SUY1V";"Aktier";"Q1-2018";-0.3113773;0.03188406;20.06981;0.471698;1.560449;419.692;36.33;10.29;29.987;9.866;-2.428;57.382;180.961;17.047;70.29
"Surgical Science";"Sverige";"First North";"Hälsovård";"Sjukvård";"SUS";"Aktier";"Q1-2018";0.01214575;"";-49.02345;4.863;3.761603;62.5;29.4;-7.7;3;-6.2;-3.2;4.863;13.3;37.1;10.8
"Sweco B";"Sverige";"Large Cap";"Industri";"Byggnation";"SWEC B";"Aktier";"Q1-2018";0.05237635;0.02304148;22.28201;1.509424;4.077161;17109;5963;1340;1612;1159;494;119.008;9023;391;6095
"Svedbergs";"Sverige";"Small Cap";"Industri";"Byggprodukter";"SVED B";"Aktier";"Q2-2018";-0.2873563;0.07258065;13.84361;1.027109;4.350711;637.5;268;63.9;85.9;47.3;29.4;21.122;371.3;15.2;235.3
"Swedencare";"Sverige";"First North";"Dagligvaror";"Livsmedel";"SECARE";"Aktier";"Q1-2018";0.5346938;"";46.19165;6.92648;7.31961;84.548;62.947;16.959;21.873;12.679;11.309;15.575;25.441;22.624;15.443
"Swedish Match";"Sverige";"Large Cap";"Dagligvaror";"Konsumentprodukter";"SWMA";"Aktier";"Q2-2018";0.6372582;0.03316062;25.21636;5.874676;-14.01971;14388;7594;4579;4970;3352;2996;175.181;19707;2550;5715
"Swedish Orphan Biovitrum";"Sverige";"Large Cap";"Hälsovård";"Bioteknik";"SOBI";"Aktier";"Q2-2018";0.8357143;"";32.55545;8.049264;7.924183;7729;5555;2434;2876;1911;1593;268.97;4273;2306;2780
"Swedol";"Sverige";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"SWOL B";"Aktier";"Q1-2018";0.09090909;0.03;12.16397;0.8054211;2.249054;3099;1224.8;275.5;329.8;205.2;241;83.2;1258.8;375.4;575.2
"Swemet";"Sverige";"NGM";"Informationsteknik";"Elektronisk utrustning";"SWEM MTF B";"Aktier";"Q4-2017";-0.7857143;"";-2.463054;0.4840695;3.372484;14.331;11.751;-2.586;-0.714;-2.818;-0.047;15.416;11.316;0.05;10.142
"Svenska Aerogel";"Sverige";"First North";"Industri";"Produktion";"AERO";"Aktier";"Q1-2018";-0.6626984;"";-6.246325;15.15296;1.935193;7.515;6.962;-18.265;-13.986;-18.231;-19.689;26.794;13.664;38.632;3.562
"SynAct Pharma";"Sverige";"Aktietorget";"Hälsovård";"Bioteknik";"SYNACT";"Aktier";"Q1-2018";0.2269231;"";-5.251029;"";7.712272;"";"";-18.306;-18.054;-15.087;-14.961;12.417;4.099;6.715;4.099
"SyntheticMR";"Sverige";"Aktietorget";"Informationsteknik";"Programvara & Internet";"SYNT";"Aktier";"Q1-2018";0.05180534;"";160.7023;34.33109;39.60205;39.422;29.9;11.197;14.08;8.422;10.796;4.04;7.58;20.961;7.58
"Systemair";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"SYSR";"Aktier";"Q4-2018";-0.3872054;0.02197802;20.52971;0.6481127;1.8059;7301.2;2414;349.6;554.2;230.5;-257.1;52;3574.7;212.8;2608.5
"TagMaster";"Sverige";"First North";"Informationsteknik";"Kommunikation";"TAGM B";"Aktier";"Q2-2018";-0.4150944;"";22.92899;1.451004;2.959693;215.129;140.647;10.406;20.444;13.616;5.723;201.389;77.875;31.342;51.516
"Talenom";"Finland";"Small Cap";"Sällanköpsvaror";"Tjänster & Leverans";"TNOM";"Aktier";"Q4-2017";0.2833333;0.02077922;30.73239;2.512148;7.524373;41.759;39.616;4.84;9.509;3.414;2.429;6.812;31.989;4.879;9.429
"Talkpool";"Sverige";"First North";"Informationsteknik";"Kommunikation";"TALK";"Aktier";"Q1-2018";0.3345726;"";253.3522;0.9592012;8.150148;184.515;41.605;7.293;11.6247;0.6987;-41.3863;4.93;121.6146;6.4464;101.6736
"Tangiamo Touch";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"TANGI";"Aktier";"Q1-2018";-0.2678572;"";-12.123;1.591821;1.140131;25.615;14.827;-3.37;0.048;-3.365;-17.925;19.89;2.535;7.686;2.435
"TargetEveryOne";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"TEONE";"Aktier";"Q1-2018";-0.3448276;"";-2.970607;0.7017058;1.281941;83.478;43.665;-3.078;9.162;-19.719;24.613;30.83;83.424;1.549;65.985
"TargetEveryOne No";"Norge";"Merkur Market";"Informationsteknik";"Programvara & Internet";"TEONE-ME";"Aktier";"Q1-2018";"";"";-3.125514;0.7711061;1.408727;75.9649;39.7351;-2.8009;8.3375;-17.9442;22.3978;30.83;75.9157;1.4095;60.0463
"Targovax";"Norge";"OB Match";"Hälsovård";"Läkemedel";"TRVX";"Aktier";"Q1-2018";-0.3748692;"";-4.858992;16977.07;1.333825;0.037;-47.955;-126.365;-126.063;-129.281;-113.309;52.609;132.595;229.188;25.784
"Taurus Energy";"Sverige";"Aktietorget";"Energi";"Olja & Gas";"TAUR B";"Aktier";"Q3-2018";-0.08588956;"";-17.67497;"";6.846656;"";-3.135;-7.667;-7.767;-7.629;-7.626;90.431;1.168;9.594;1.168
"TC TECH";"Sverige";"First North";"Industri";"Produktion";"TCT";"Aktier";"Q1-2018";-0.478;"";-5.629853;27.04825;6.297985;5.615;6.367;-26.839;-18.898;-26.977;-26.095;11.638;11.061;3.25;6.433
"TCECUR";"Sverige";"First North";"Informationsteknik";"Kommunikation";"TCC";"Aktier";"Q4-2017";0.4798207;"";-128.4047;0.9623219;1.818889;116.593;54.589;-0.142;2.926;-0.874;-14.067;3.4;59.957;5.879;55.472
"TCM Group";"Denmark";"Small Cap";"Industri";"Byggprodukter";"TCM";"Aktier";"Q1-2018";"";"";18.56031;1.157065;2.95539;824.5;232.6;83.7;106.6;51.4;108.3;10;491.3;57.5;200.8
"Team Tankers";"Norge";"OB Standard";"Industri";"Tjänster & Leverans";"TEAM";"Aktier";"Q1-2018";-0.1;"";-3.422053;0.8866932;0.5291113;1907.736;1156.797;-443.6359;55.1689;-494.3202;143.0544;187.953;874.961;697.8866;419.001
"Techstep";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"TECH";"Aktier";"Q1-2018";-0.3805825;"";-26.19048;0.5320632;1.052985;876.852;251.512;-8.918;14.585;-17.822;-54.997;146.251;253.794;29.477;202.267
"Tecnotree";"Finland";"Small Cap";"Informationsteknik";"IT-Tjänster";"TEM1V";"Aktier";"Q4-2017";-0.01866668;"";-0.5827395;0.1632083;-1.479577;55.3;53.5;-8;9.4;-15.5;4.8;122.628;38;2.3;13.7
"Tele2 B";"Sverige";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"TEL2 B";"Aktier";"Q2-2018";0.1534604;0.03478261;126.4153;2.190923;3.458882;26368;10698;3699;6458;457;2700;502.35;23295;318;11263
"Telenor";"Norge";"OBX";"Telekommunikation";"Telekommunikationstjänster";"TEL";"Aktier";"Q2-2018";0.01813474;0.05152672;14.92509;1.984252;4.948184;117482;88878;24880;46734;15619;27762;1482.913;140406;18578;81925
"Teleste";"Finland";"Mid Cap";"Informationsteknik";"Kommunikation";"TLT1V";"Aktier";"Q1-2018";-0.1251549;0.01416431;-15.58499;0.5718748;1.847671;234.389;107.173;-6.939;-1.458;-8.601;15.638;18.986;84.92;22.557;53.278
"Telia Company";"Sverige";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"TELIA";"Aktier";"Q1-2018";-0.00424253;0.05764411;90.27149;2.147094;1.596354;80467;30670;13447;26488;1914;20326;4330.08;138582;40220;31443
"Telia Company oyj";"Finland";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"TELIA1";"Aktier";"Q1-2018";-0.08142852;0.06557802;75.79568;1.948511;1.607857;8573.442;3266.376;1431.598;2823.366;220.48;2082.308;4330.08;13303.87;3861.12;3018.528
"Tempest Security";"Sverige";"First North";"Industri";"Tjänster & Leverans";"TSEC";"Aktier";"Q1-2018";"";"";-14.22605;0.8785964;4.974115;180.311;33.664;-13.064;-8.587;-11.136;-36.063;7.267;70.589;24.981;62.591
"TerraNet";"Sverige";"First North";"Informationsteknik";"Kommunikation";"TERRNT B";"Aktier";"Q1-2018";-0.7995283;"";-2.652823;12.59108;2.184105;12.155;-30.193;-57.725;-55.673;-57.692;-66.95;24.007;12.486;45.941;12.486
"Terveystalo";"Finland";"Large Cap";"Hälsovård";"Sjukvård";"TTALO";"Aktier";"Q1-2018";"";0.00591716;39.71798;1.78189;2.65498;728.6;385.3;37.7;79.3;32.7;39;128.036;446.3;43.6;140.4
"Tesla";"USA";"NYSE & Nasdaq
";"Industri";"Produktion";"TSLA";"Aktier";"Q1-2018";-0.02049753;"";-26.17556;4.912752;17.08145;12471.23;2011.067;-1971.511;-268.468;-2340.674;-3483.994;169.146;22820.73;2665.673;8650.359
"Tethys Oil";"Sverige";"Mid Cap";"Energi";"Olja & Gas";"TETY";"Aktier";"Q1-2018";0.8116592;0.05940594;11.7517;3.344076;1.650756;1023.84;709.872;324.447;659.952;291.348;156.591;33.899;167.91;455.88;89.61
"TGS-NOPEC";"Norge";"OBX";"Energi";"Olja & Gas";"TGS";"Aktier";"Q1-2018";0.9153153;0.01484478;58.29342;7.974988;3.60208;4056.254;1574.877;818.1956;3363.947;554.9335;874.6764;101.438;2989.41;2410.575;2873.284
"The Marketing Group";"Sverige";"First North";"Sällanköpsvaror";"Media";"TMG";"Aktier";"Q4-2017";-0.6694214;"";-0.1502968;0.2990814;0.2099236;22.86;14.786;-10.592;-1.509;-45.492;-0.062;34.185;8.518;2.145;6.421
"The Scottish Salmon";"Norge";"OB Match";"Dagligvaror";"Livsmedel";"SSC";"Aktier";"Q2-2017";0.2527471;"";13.71346;1.702953;1.80326;1295.217;371.0829;154.5113;240.6931;160.8605;-9.7429;193.482;825.5569;30.1082;324.321
"Thin Film";"Norge";"OB Match";"Informationsteknik";"Elektronisk utrustning";"THIN";"Aktier";"Q1-2018";-0.5318066;"";-4.699872;45.4181;2.219411;47.4754;-432.6678;-489.0195;-432.6679;-458.8856;-571.1937;1171.871;171.6581;705.1236;75.1628
"THQ Nordic";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"THQN B";"Aktier";"Q1-2018";2.778802;"";82.58138;13.32896;13.68922;1218.653;775.599;263.593;456.633;196.702;-7.6549;79.236;1776.553;98.709;1437.834
"Three Gates";"Sverige";"NGM";"Sällanköpsvaror";"Betting & Spel";"GATE MTF";"Aktier";"Q1-2018";-0.6290727;"";-4.661711;10.08362;16.14217;6.549;2.766;-12.739;-11.308;-14.166;-19.312;4.462;9.639;2.41;9.639
"Thule";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"THULE";"Aktier";"Q2-2018";0.3604436;0.02717391;30.12813;3.665058;5.908814;6157;2545;1154;1189;749;705;102.2;4299;169;1779
"Tieto";"Sverige";"Large Cap";"Informationsteknik";"IT-Tjänster";"TIETOS";"Aktier";"Q1-2018";0.06099815;0.05407666;17.50683;1.350173;5.16257;15670.96;"";1531.277;2075.109;1208.591;504.521;73.723;7777.286;565.411;6132.454
"Tieto Oyj";"Finland";"Large Cap";"Informationsteknik";"IT-Tjänster";"TIETO";"Aktier";"Q1-2018";-0.01171459;0.05747126;16.82379;1.300829;5.253259;1577.8;"";154.6;209.4;122;46.9;73.723;741.4;53.9;584.6
"Tikkurila";"Finland";"Mid Cap";"Industri";"Byggprodukter";"TIK1V";"Aktier";"Q4-2017";-0.1618303;0.05326232;61.93814;1.137486;3.690652;582.4;"";19.3;39.7;10.7;4.4;44.106;248.2;17;165.4
"TiksPac";"Sverige";"Aktietorget";"Industri";"Tjänster & Leverans";"TIKS";"Aktier";"Q3-2018";0.7969543;"";12.4604;1.395099;1.763986;27.912;24.926;3.947;4.288;3.126;3.068;11;6.07;7.424;6.07
"Time People Group";"Sverige";"NGM";"Informationsteknik";"IT-Tjänster";"TPGR MTF";"Aktier";"Q3-2018";"";0.034375;10.0591;0.9724038;2.745042;119.292;45.893;15.146;15.272;11.532;8.764;7.25;19.605;41.095;19.605
"Tivoli";"Denmark";"Mid Cap";"Sällanköpsvaror";"Hotell, restaurang & nöje";"TIV";"Aktier";"Q4-2017";0.1001642;0.005074627;48.78653;4.042347;4.523113;947.4;189.3;104.7;189.3;78.5;-134.7;5.716;701.5;130.3;289
"Toadman";"Sverige";"NGM";"Sällanköpsvaror";"Betting & Spel";"TOAD MTF";"Aktier";"Q3-2018";"";"";30.29576;5.836768;9.440176;48.846;33.308;11.503;11.534;9.412;-3.463;15.045;4.069;19.284;3.509
"Tobii";"Sverige";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"TOBII";"Aktier";"Q1-2018";-0.002493728;"";-23.84927;3.483709;4.123755;1117.2;790.4;-166.6;-22.5;-163.2;-279.6;97.3;369.4;459.4;292
"Tokmanni Group";"Finland";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"TOKMAN";"Aktier";"Q4-2017";-0.04233872;0.05754386;15.9503;0.52404;2.576423;800.4;271;38.8;53.1;26.3;19;58.869;299.6;42.5;114.2
"Toleranzia";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"TOL";"Aktier";"Q1-2018";-0.3738318;"";-4.869186;8.526497;0.8416598;3.14;-2.258;-5.49;-5.463;-5.499;-5.889;7.992;4.574;25.524;3.611
"Tomra Systems";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"TOM";"Aktier";"Q1-2018";0.6170617;0.01377491;41.96183;3.312808;5.619845;7622.6;3229.5;893;1175.5;601.8;79.4999;148.02;4171.9;596.8;2344.4
"TopRight Nordic";"Sverige";"NGM";"Informationsteknik";"Elektronisk utrustning";"TOPR MTF";"Aktier";"Q1-2018";"";"";-6.164322;9.716435;5.005157;8.686;2.853;-13.659;-12.587;-13.692;-23.041;12.267;6.078;0.194;4.621
"TORM";"Denmark";"Mid Cap";"Industri";"Tjänster & Leverans";"TRMD A";"Aktier";"Q1-2018";-0.2484616;"";-323.082;0.7380005;0.5304129;4103.927;2451.683;220.8392;955.7365;-9.3797;-471.3132;62;5405.44;1111.04;894.08
"Touchtech";"Sverige";"Aktietorget";"Informationsteknik";"Elektronisk utrustning";" TOUCH";"Aktier";"Q1-2018";"";"";-10.27505;7.858835;5.080443;6.634;1.907;-4.947;-3.814;-5.074;"";7.231;4.742;9.972;2.129
"Tourn";"Sverige";"Aktietorget";"Sällanköpsvaror";"Media";"TOURN";"Aktier";"Q1-2018";-0.2356322;"";-119.2825;1.835074;11.44762;52.763;25.612;-0.895;-0.433;-0.812;"";7.28;14.356;0.316;14.161
"TradeDoubler";"Sverige";"Small Cap";"Informationsteknik";"Programvara & Internet";"TRAD";"Aktier";"Q2-2018";-0.5519348;"";-141.0256;0.08600234;0.4184016;1123.402;256.675;1.222;30.692;-0.686;-34.825;43.916;505.994;53.01;394.022
"Trainers House";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"TRH1V";"Aktier";"Q1-2018";-0.175;"";24.14634;1.086354;1.349031;9.727;2.368;0.59;0.618;0.442;-0.221;106.737;3.423;1.668;2.171
"Transiro";"Sverige";"NGM";"Informationsteknik";"Kommunikation";"TIRO MTF";"Aktier";"Q1-2018";-0.8658537;"";-0.7219743;0.7299034;0.6091937;4.5754;1.6336;-4.562;-3.8806;-4.6263;-7.9875;12.144;4.1699;0.0509;3.7699
"Transtema";"Sverige";"First North";"Telekommunikation";"Telekommunikationstjänster";"TRANS";"Aktier";"Q1-2018";-0.4261604;"";35.42036;0.6912335;2.923957;1050.742;344.49;17.966;38.207;20.506;-124.394;21.362;397.054;20.986;335.136
"Trelleborg";"Sverige";"Large Cap";"Industri";"Produktion";"TREL B";"Aktier";"Q1-2018";-0.08955601;0.02493766;19.14487;1.534883;1.668875;31860;10297;3775;5469;2555;2085;271.072;22137;2743;10703
"Troax Group";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"TROAX";"Aktier";"Q1-2018";0.2296137;0.01483421;33.05489;3.845067;7.689593;1490.221;592.311;297.095;324.373;173.348;142.203;20;1109.772;188.151;292.325
"True Heading";"Sverige";"Aktietorget";"Informationsteknik";"Elektronisk utrustning";"TRUE B";"Aktier";"Q1-2018";0.08791211;"";-1.76;1.384818;1.208844;10.05;4.331;-7.716;-5.615;-7.91;"";70.29;7.452;"";5.952
"TTS Group";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"TTS";"Aktier";"Q1-2018";0.8782609;"";42.13264;0.4503491;1.049359;1245.987;493.501;66.388;87.759;13.324;81.261;86.594;1707.957;209.428;1707.957
"Tulikivi";"Finland";"Small Cap";"Industri";"Byggprodukter";"TULAV";"Aktier";"Q4-2017";-0.1954315;"";-7.925;0.320593;0.8472816;29.6;22.6;-0.4;1.7;-1.2;0.4;59.871;25.5;0.6;24.4
"Umida Group";"Sverige";"Aktietorget";"Dagligvaror";"Livsmedel";"UMIDA B";"Aktier";"Q1-2018";-0.262136;"";-2.697331;0.9604866;1.529659;43.484;20.577;-15.43;-9.446;-15.485;"";10.991;37.658;0.953;23.342
"Unibap";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"UNIBAP";"Aktier";"Q3-2018";0.3693183;"";-24.17899;13.29658;7.118063;13.243;2.494;-7.33;-7.313;-7.283;6.315;4.871;7.209;21.238;5.323
"Uniflex";"Sverige";"Small Cap";"Industri";"Bemanning";"UFLX B";"Aktier";"Q2-2018";0.2087912;0.075;13.40238;0.3185688;5.769849;1199;74.5;36.6;36.4;28.5;14.8;17.362;250.4;23.4;250.4
"Uni-Light LED";"Sverige";"NGM";"Informationsteknik";"Elektronisk utrustning";"ULED MTF";"Aktier";"Q4-2017";-0.8052084;"";-0.6702989;6.155236;0.5192953;1.293;-0.752;-11.857;-10.131;-11.874;-13.752;8.512;0.821;0.122;0.821
"Unlimited Travel Group";"Sverige";"First North";"Sällanköpsvaror";"Hotell, restaurang & nöje";"UTG";"Aktier";"Q1-2018";-0.01190469;0.06024097;14.86456;0.2789052;5.736456;519.953;105.534;20.796;20.956;9.756;2.237;4.368;311.239;53.75;297.21
"UPM-Kymmene";"Finland";"Large Cap";"Material";"Skog";"UPM";"Aktier";"Q1-2018";0.1739631;0.03761858;15.66728;1.608248;1.817389;10141;1668;1332;1770;1041;1156;533.505;3960;528;1827
"Uponor";"Finland";"Large Cap";"Industri";"Byggprodukter";"UPONOR";"Aktier";"Q1-2018";-0.1437618;0.0362426;16.33442;0.8372176;3.941691;1182.2;395.9;98.3;137.7;60.6;30.2;73.207;536.1;46.9;323.1
"Urb-it";"Sverige";"First North";"Industri";"Handel & Distribution";"URBIT";"Aktier";"Q1-2018";-0.9529577;"";-0.1144659;0.552843;-1.521952;23.992;-33.354;-117.072;-78.601;-115.876;-137.271;19.856;62.049;1.484;54.434
"Uutechnic";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"UUTEC";"Aktier";"Q4-2017";-0.06113536;"";-43;0.7574333;2.451855;32.076;15.31;0.088;0.631;-0.566;0.123;56.501;10.437;0.608;7.612
"Vadsbo SwitchTech";"Sverige";"Aktietorget";"Informationsteknik";"Elektronisk utrustning";"VADS";"Aktier";"Q1-2018";-0.3626374;"";-56.53022;2.64323;5.490039;31.714;14.301;-2.069;-0.077;-1.484;-3.312;14.453;12.313;0.002;8.788
"Vaisala";"Finland";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"VAIAS";"Aktier";"Q1-2018";0.0633484;0.04468085;29.11659;2.487578;4.438287;340.6;178;44;53;29.1;30.3;36.054;77.2;83.5;71.3
"Wallenius Wilhelmsen";"Norge";"OB Match";"Industri";"Handel & Distribution";"WWL";"Aktier";"Q1-2018";-0.2710472;"";15.99315;0.4855156;0.7220253;30936.58;4648.6;2079.46;4767.96;939.2;8878.58;423.104;39502.06;5230.94;13065.26
"Wal-Mart Stores";"USA";"NYSE & Nasdaq
";"Dagligvaror";"Konsumentprodukter";"WMT";"Aktier";"Q2-2018";0.1074172;0.02415979;19.84336;0.5154686;3.306573;490012;125576;22530;32874;12729;14829;3021;122520;6469;72811
"Valmet";"Finland";"Large Cap";"Industri";"Tjänster & Leverans";"VALMT";"Aktier";"Q1-2018";-0.01164731;0.0308642;22.82567;0.8293716;3.229234;3220;696;160;240;117;156;149.864;2053;277;1665
"Valoe";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"VALOE";"Aktier";"Q1-2018";-0.6266667;"";-1.244721;11.9962;-1.284501;0.569;-0.729;-3.017;-1.709;-5.485;-3.315;12.189;14.61;0.021;6.252
"Walt Disney";"USA";"NYSE & Nasdaq
";"Sällanköpsvaror";"Hotell, restaurang & nöje";"DIS";"Aktier";"Q3-2017";0.01689284;0.01455903;18.89771;3.065841;3.694908;55500;25103;14105;11342;9004;7607;1588;46701;4336;17094
"Waystream";"Sverige";"First North";"Informationsteknik";"Kommunikation";"WAYS";"Aktier";"Q1-2018";-0.1555556;"";-6.56304;0.5758255;1.258839;89.855;49.22;-10.002;6.921;-7.884;2.339;6.808;23.267;3.431;20.956
"VBG";"Sverige";"Mid Cap";"Industri";"Produktion";"VBG B";"Aktier";"Q1-2018";0.003636364;0.02355072;15.87192;1.130921;1.627465;3051.1;1073.1;353.6;430.9;217.4;174.5;25.004;1795.8;386.9;556.7
"Webstep";"Norge";"OB Standard";"Informationsteknik";"IT-Tjänster";"WSTEP";"Aktier";"Q1-2018";"";0.05976096;16.7378;1.079381;1.775511;610.373;554.35;49.755;56.471;35.75;8.749;26.248;165.275;7.539;163.758
"Veidekke";"Norge";"OB Match";"Industri";"Byggnation";"VEI";"Aktier";"Q1-2018";-0.2958525;0.06544504;9.449365;0.3291979;2.53466;31029;"";1248;1781;1081;72;133.7;13556;476;10894
"Veloxis Pharmaceuticals";"Denmark";"Mid Cap";"Hälsovård";"Läkemedel";"VELO";"Aktier";"Q1-2018";-0.1752294;0;-31.54386;7.266267;99.97884;211.8714;176.0371;-41.3747;-40.1134;-48.8663;-62.7976;1712.474;434.8864;227.7568;52.9984
"Wentworth Resources";"Norge";"OB Match";"Energi";"Olja & Gas";"WRL";"Aktier";"Q4-2017";0.2110092;"";-80;4.210028;0.3137387;106.3104;78.7519;8.1947;40.5545;-5.6081;22.9231;169.534;209.0613;29.6625;137.0803
"Venue Retail Group";"Sverige";"Small Cap";"Sällanköpsvaror";"kläder & Textil";"VRG B";"Aktier";"Q3-2018";-0.02777775;"";7.832481;0.1978201;2.62931;898.5;484.2;25.6;41.4;22.7;-9.0999;145.095;240.5;14;235.5
"Veoneer";"Sverige";"Large Cap";"Industri";"Tjänster & Leverans";"VNE SDB";"Aktier";"Q4-2017";"";"";-21.06787;1.968705;5.471189;20319.25;4074;-2473.625;-1434.125;-1898.75;-2026.603;87;6172.25;"";5162.5
"Verisec";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"VERI";"Aktier";"Q1-2018";-0.2405063;"";-19.1678;7.641359;33.35338;69.663;46.002;-26.944;-21.488;-27.772;-32.619;4.436;38.193;5.81;38.131
"Verkkokauppa.com";"Finland";"First North";"Informationsteknik";"Programvara & Internet";"VERK";"Aktier";"Q1-2018";-0.3485839;0.03043478;30.21728;0.6205628;6.654042;434.265;64.037;10.64;12.022;8.921;5.957;45.065;59.38;27.985;58.766
"WeSC";"Sverige";"First North";"Sällanköpsvaror";"kläder & Textil";"WESC";"Aktier";"Q1-2018";-0.6206107;"";-0.5071428;0.3997462;-0.5240767;66.6;25.7;-41.6;-40.1;-52.5;-28.6;267.838;90.5;2.5;87.5
"West International";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"WINT";"Aktier";"Q1-2018";0.1705069;"";56.24446;2.911657;6.897842;98.14;57.546;6.705;11.636;5.082;-10.854;22.5;18.221;1.618;16.289
"Vestas Wind Systems";"Denmark";"Large Cap";"Kraftförsörjning";"Energiproducenter";"VWS";"Aktier";"Q1-2018";-0.3469821;0.02301574;13.61592;1.165879;3.697836;72565.54;13877.43;8509.87;11535.86;6213.52;4132.9;211.348;59942.7;21627.35;50846.25
"Veteranpoolen";"Sverige";"Aktietorget";"Industri";"Bemanning";"VPAB B";"Aktier";"Q1-2018";"";"";18.13366;1.33436;17.67115;243.33;104.35;23.102;23.64;17.906;18.277;18.241;35.998;17.924;35.998
"Vibrosense Dynamics";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"VSD B";"Aktier";"Q3-2018";0.2017937;"";-24.31942;839.5147;16.83031;0.143;-0.784;-4.927;-4.927;-4.937;-6.077;8.959;1.104;6.478;1.104
"Vicore Pharma";"Sverige";"First North";"Hälsovård";"Läkemedel";"VICO";"Aktier";"Q1-2018";-0.5361931;"";-17.6964;75.91714;2.341771;3.616;-1.745;-10.373;-10.004;-15.514;-34.306;15.868;6.912;13.744;4.934
